,file_name_1,category_new
1728,1728,咖啡甜點
1729,1729,咖啡甜點
1730,1730,咖啡甜點
1731,1731,咖啡甜點
1732,1732,咖啡甜點
1733,1733,咖啡甜點
1734,1734,咖啡甜點
1737,1737,早午餐
1740,1740,台灣小吃/熱炒店
1743,1743,中式
1745,1745,台灣小吃/熱炒店
1746,1746,早午餐
1747,1747,早午餐
1748,1748,早午餐
1749,1749,早午餐
1750,1750,早午餐
1751,1751,早午餐
1752,1752,早午餐
1755,1755,咖啡甜點
1756,1756,咖啡甜點
1757,1757,咖啡甜點
1758,1758,咖啡甜點
1759,1759,咖啡甜點
1761,1761,咖啡甜點
1762,1762,台灣小吃/熱炒店
1763,1763,咖啡甜點
1765,1765,咖啡甜點
1766,1766,咖啡甜點
1767,1767,台灣小吃/熱炒店
1769,1769,咖啡甜點
1771,1771,台灣小吃/熱炒店
1772,1772,咖啡甜點
1773,1773,台灣小吃/熱炒店
1774,1774,台灣小吃/熱炒店
1775,1775,台灣小吃/熱炒店
1777,1777,台灣小吃/熱炒店
1778,1778,異國料理
1779,1779,咖啡甜點
1780,1780,日式
1781,1781,美式
1782,1782,美式
1783,1783,美式
1784,1784,台灣小吃/熱炒店
1785,1785,中式
1787,1787,中式
1788,1788,美式
1789,1789,日式
1791,1791,火鍋
1792,1792,火鍋
1793,1793,日式
1794,1794,火鍋
1795,1795,火鍋
1796,1796,中式
1799,1799,中式
1800,1800,台灣小吃/熱炒店
1801,1801,台灣小吃/熱炒店
1803,1803,咖啡甜點
1804,1804,台灣小吃/熱炒店
1805,1805,台灣小吃/熱炒店
1806,1806,台灣小吃/熱炒店
1808,1808,台灣小吃/熱炒店
1810,1810,台灣小吃/熱炒店
1811,1811,日式
1814,1814,咖啡甜點
1816,1816,早午餐
1818,1818,早午餐
1819,1819,咖啡甜點
1821,1821,咖啡甜點
1822,1822,美式
1823,1823,咖啡甜點
1824,1824,中式
1825,1825,咖啡甜點
1833,1833,台灣小吃/熱炒店
1834,1834,咖啡甜點
1835,1835,咖啡甜點
1837,1837,咖啡甜點
1838,1838,酒吧/餐酒館
1839,1839,咖啡甜點
1840,1840,台灣小吃/熱炒店
1841,1841,台灣小吃/熱炒店
1842,1842,中式
1843,1843,中式
1844,1844,中式
1845,1845,台灣小吃/熱炒店
1846,1846,台灣小吃/熱炒店
1847,1847,中式
1849,1849,台灣小吃/熱炒店
1853,1853,中式
1854,1854,中式
1857,1857,異國料理
1858,1858,異國料理
1860,1860,台灣小吃/熱炒店
1861,1861,意式
1862,1862,台灣小吃/熱炒店
1863,1863,韓式
1864,1864,韓式
1866,1866,韓式
1867,1867,韓式
1868,1868,韓式
1869,1869,韓式
1871,1871,韓式
1872,1872,韓式
1877,1877,韓式
1878,1878,韓式
1879,1879,異國料理
1880,1880,日式
1886,1886,日式
1887,1887,咖啡甜點
1890,1890,台灣小吃/熱炒店
1891,1891,日式
1892,1892,台灣小吃/熱炒店
1895,1895,台灣小吃/熱炒店
1896,1896,台灣小吃/熱炒店
1897,1897,早午餐
1899,1899,台灣小吃/熱炒店
1902,1902,台灣小吃/熱炒店
1904,1904,台灣小吃/熱炒店
1905,1905,台灣小吃/熱炒店
1906,1906,台灣小吃/熱炒店
1907,1907,台灣小吃/熱炒店
1909,1909,台灣小吃/熱炒店
1910,1910,燒烤店
1911,1911,台灣小吃/熱炒店
1912,1912,台灣小吃/熱炒店
1913,1913,台灣小吃/熱炒店
1914,1914,咖啡甜點
1916,1916,咖啡甜點
1917,1917,咖啡甜點
1919,1919,早午餐
1921,1921,咖啡甜點
1922,1922,早午餐
1923,1923,早午餐
1924,1924,早午餐
1925,1925,早午餐
1926,1926,早午餐
1927,1927,早午餐
1928,1928,咖啡甜點
1930,1930,台灣小吃/熱炒店
1932,1932,台灣小吃/熱炒店
1933,1933,台灣小吃/熱炒店
1934,1934,台灣小吃/熱炒店
1935,1935,台灣小吃/熱炒店
1939,1939,美式
1941,1941,美式
1943,1943,美式
1945,1945,台灣小吃/熱炒店
1946,1946,咖啡甜點
1947,1947,台灣小吃/熱炒店
1948,1948,咖啡甜點
1949,1949,咖啡甜點
1950,1950,日式
1951,1951,異國料理
1952,1952,異國料理
1953,1953,意式
1954,1954,異國料理
1955,1955,中式
1958,1958,台灣小吃/熱炒店
1959,1959,咖啡甜點
1961,1961,韓式
1963,1963,台灣小吃/熱炒店
1964,1964,咖啡甜點
1966,1966,意式
1967,1967,意式
1968,1968,美式
1969,1969,異國料理
1970,1970,美式
1971,1971,異國料理
1974,1974,早午餐
1975,1975,異國料理
1983,1983,台灣小吃/熱炒店
1986,1986,台灣小吃/熱炒店
1988,1988,台灣小吃/熱炒店
1989,1989,南洋
1990,1990,南洋
1991,1991,南洋
1992,1992,南洋
1993,1993,南洋
1994,1994,異國料理
1995,1995,中式
1996,1996,素食
1997,1997,素食
1998,1998,素食
2000,2000,素食
2001,2001,素食
2002,2002,早午餐
2006,2006,中式
2007,2007,早午餐
2008,2008,早午餐
2009,2009,早午餐
2010,2010,早午餐
2011,2011,早午餐
2012,2012,早午餐
2013,2013,台灣小吃/熱炒店
2017,2017,台灣小吃/熱炒店
2018,2018,台灣小吃/熱炒店
2019,2019,火鍋
2020,2020,日式
2021,2021,日式
2023,2023,台灣小吃/熱炒店
2027,2027,日式
2029,2029,日式
2030,2030,日式
2031,2031,異國料理
2032,2032,台灣小吃/熱炒店
2033,2033,中式
2034,2034,中式
2035,2035,中式
2036,2036,中式
2037,2037,中式
2038,2038,韓式
2039,2039,韓式
2040,2040,韓式
2041,2041,韓式
2042,2042,韓式
2043,2043,南洋
2044,2044,中式
2045,2045,素食
2046,2046,素食
2047,2047,咖啡甜點
2048,2048,咖啡甜點
2049,2049,咖啡甜點
2050,2050,咖啡甜點
2051,2051,咖啡甜點
2052,2052,咖啡甜點
2053,2053,咖啡甜點
2054,2054,咖啡甜點
2055,2055,台灣小吃/熱炒店
2060,2060,日式
2063,2063,酒吧/餐酒館
2064,2064,酒吧/餐酒館
2066,2066,意式
2068,2068,異國料理
2073,2073,異國料理
2075,2075,異國料理
2077,2077,咖啡甜點
2078,2078,咖啡甜點
2081,2081,日式
2084,2084,異國料理
2085,2085,台灣小吃/熱炒店
2086,2086,台灣小吃/熱炒店
2087,2087,中式
2088,2088,火鍋
2089,2089,台灣小吃/熱炒店
2090,2090,台灣小吃/熱炒店
2092,2092,台灣小吃/熱炒店
2093,2093,早午餐
2094,2094,美式
2095,2095,美式
2096,2096,美式
2097,2097,美式
2098,2098,美式
2099,2099,美式
2100,2100,美式
2101,2101,美式
2102,2102,美式
2103,2103,美式
2104,2104,美式
2105,2105,異國料理
2106,2106,美式
2107,2107,美式
2108,2108,美式
2109,2109,美式
2110,2110,美式
2111,2111,美式
2112,2112,美式
2113,2113,美式
2114,2114,異國料理
2115,2115,意式
2116,2116,美式
2118,2118,美式
2119,2119,台灣小吃/熱炒店
2120,2120,美式
2121,2121,美式
2123,2123,美式
2125,2125,美式
2127,2127,意式
2128,2128,意式
2129,2129,意式
2131,2131,咖啡甜點
2132,2132,意式
2133,2133,意式
2137,2137,早午餐
2138,2138,中式
2141,2141,日式
2142,2142,異國料理
2143,2143,台灣小吃/熱炒店
2144,2144,早午餐
2146,2146,咖啡甜點
2147,2147,台灣小吃/熱炒店
2148,2148,台灣小吃/熱炒店
2149,2149,素食
2150,2150,素食
2151,2151,素食
2152,2152,素食
2153,2153,台灣小吃/熱炒店
2154,2154,素食
2155,2155,台灣小吃/熱炒店
2156,2156,咖啡甜點
2157,2157,台灣小吃/熱炒店
2159,2159,素食
2160,2160,台灣小吃/熱炒店
2161,2161,日式
2162,2162,異國料理
2164,2164,中式
2167,2167,台灣小吃/熱炒店
2168,2168,美式
2170,2170,酒吧/餐酒館
2172,2172,意式
2173,2173,咖啡甜點
2174,2174,咖啡甜點
2175,2175,咖啡甜點
2176,2176,日式
2177,2177,日式
2178,2178,日式
2179,2179,日式
2180,2180,日式
2181,2181,日式
2182,2182,日式
2183,2183,日式
2184,2184,日式
2185,2185,日式
2186,2186,日式
2187,2187,日式
2188,2188,日式
2189,2189,日式
2190,2190,日式
2192,2192,燒烤店
2194,2194,台灣小吃/熱炒店
2197,2197,咖啡甜點
2202,2202,意式
2203,2203,台灣小吃/熱炒店
2204,2204,中式
2205,2205,台灣小吃/熱炒店
2209,2209,中式
2210,2210,早午餐
2211,2211,咖啡甜點
2216,2216,酒吧/餐酒館
2217,2217,異國料理
2218,2218,美式
2220,2220,酒吧/餐酒館
2221,2221,異國料理
2224,2224,異國料理
2225,2225,早午餐
2226,2226,咖啡甜點
2228,2228,咖啡甜點
2229,2229,咖啡甜點
2230,2230,咖啡甜點
2231,2231,咖啡甜點
2232,2232,咖啡甜點
2233,2233,咖啡甜點
2234,2234,咖啡甜點
2235,2235,咖啡甜點
2236,2236,咖啡甜點
2237,2237,日式
2238,2238,日式
2239,2239,日式
2240,2240,日式
2241,2241,日式
2242,2242,早午餐
2243,2243,咖啡甜點
2244,2244,台灣小吃/熱炒店
2245,2245,異國料理
2246,2246,美式
2247,2247,咖啡甜點
2248,2248,早午餐
2249,2249,中式
2252,2252,台灣小吃/熱炒店
2253,2253,中式
2254,2254,台灣小吃/熱炒店
2257,2257,台灣小吃/熱炒店
2258,2258,台灣小吃/熱炒店
2259,2259,台灣小吃/熱炒店
2260,2260,異國料理
2261,2261,異國料理
2262,2262,異國料理
2263,2263,咖啡甜點
2264,2264,南洋
2265,2265,南洋
2267,2267,咖啡甜點
2268,2268,咖啡甜點
2269,2269,燒烤店
2270,2270,台灣小吃/熱炒店
2271,2271,台灣小吃/熱炒店
2272,2272,中式
2273,2273,台灣小吃/熱炒店
2274,2274,火鍋
2275,2275,火鍋
2276,2276,火鍋
2278,2278,早午餐
2280,2280,咖啡甜點
2282,2282,咖啡甜點
2283,2283,咖啡甜點
2284,2284,咖啡甜點
2286,2286,早午餐
2290,2290,南洋
2291,2291,中式
2292,2292,南洋
2293,2293,南洋
2294,2294,台灣小吃/熱炒店
2295,2295,中式
2296,2296,中式
2297,2297,台灣小吃/熱炒店
2298,2298,火鍋
2300,2300,台灣小吃/熱炒店
2301,2301,中式
2302,2302,咖啡甜點
2303,2303,南洋
2304,2304,南洋
2305,2305,南洋
2306,2306,台灣小吃/熱炒店
2307,2307,台灣小吃/熱炒店
2308,2308,台灣小吃/熱炒店
2309,2309,台灣小吃/熱炒店
2310,2310,台灣小吃/熱炒店
2311,2311,台灣小吃/熱炒店
2312,2312,台灣小吃/熱炒店
2313,2313,台灣小吃/熱炒店
2314,2314,台灣小吃/熱炒店
2315,2315,台灣小吃/熱炒店
2316,2316,日式
2317,2317,素食
2319,2319,素食
2320,2320,素食
2321,2321,素食
2322,2322,素食
2323,2323,素食
2324,2324,素食
2325,2325,咖啡甜點
2326,2326,異國料理
2328,2328,日式
2329,2329,日式
2331,2331,日式
2332,2332,中式
2333,2333,意式
2334,2334,意式
2335,2335,異國料理
2336,2336,異國料理
2337,2337,南洋
2338,2338,素食
2339,2339,咖啡甜點
2341,2341,南洋
2344,2344,台灣小吃/熱炒店
2345,2345,台灣小吃/熱炒店
2347,2347,台灣小吃/熱炒店
2348,2348,咖啡甜點
2349,2349,咖啡甜點
2350,2350,台灣小吃/熱炒店
2351,2351,台灣小吃/熱炒店
2352,2352,台灣小吃/熱炒店
2353,2353,台灣小吃/熱炒店
2354,2354,台灣小吃/熱炒店
2355,2355,日式
2356,2356,日式
2357,2357,美式
2359,2359,意式
2361,2361,日式
2362,2362,早午餐
2363,2363,台灣小吃/熱炒店
2364,2364,咖啡甜點
2365,2365,異國料理
2366,2366,韓式
2368,2368,韓式
2369,2369,中式
2370,2370,異國料理
2371,2371,燒烤店
2373,2373,中式
2375,2375,港式
2376,2376,台灣小吃/熱炒店
2379,2379,酒吧/餐酒館
2380,2380,酒吧/餐酒館
2384,2384,酒吧/餐酒館
2385,2385,意式
2391,2391,咖啡甜點
2392,2392,咖啡甜點
2393,2393,台灣小吃/熱炒店
2394,2394,台灣小吃/熱炒店
2395,2395,台灣小吃/熱炒店
2396,2396,中式
2397,2397,台灣小吃/熱炒店
2399,2399,台灣小吃/熱炒店
2400,2400,早午餐
2401,2401,日式
2402,2402,日式
2403,2403,燒烤店
2406,2406,咖啡甜點
2408,2408,早午餐
2409,2409,咖啡甜點
2411,2411,台灣小吃/熱炒店
2412,2412,台灣小吃/熱炒店
2413,2413,美式
2414,2414,美式
2415,2415,台灣小吃/熱炒店
2416,2416,中式
2417,2417,韓式
2418,2418,韓式
2421,2421,早午餐
2423,2423,台灣小吃/熱炒店
2424,2424,台灣小吃/熱炒店
2425,2425,咖啡甜點
2426,2426,咖啡甜點
2427,2427,咖啡甜點
2428,2428,火鍋
2429,2429,火鍋
2430,2430,火鍋
2431,2431,火鍋
2432,2432,火鍋
2434,2434,火鍋
2435,2435,火鍋
2436,2436,火鍋
2437,2437,火鍋
2438,2438,火鍋
2439,2439,火鍋
2440,2440,火鍋
2441,2441,火鍋
2442,2442,日式
2443,2443,火鍋
2444,2444,火鍋
2446,2446,美式
2449,2449,美式
2452,2452,日式
2453,2453,中式
2454,2454,火鍋
2456,2456,火鍋
2457,2457,火鍋
2458,2458,早午餐
2459,2459,異國料理
2460,2460,日式
2461,2461,日式
2462,2462,日式
2463,2463,日式
2464,2464,日式
2465,2465,中式
2467,2467,日式
2468,2468,日式
2469,2469,日式
2470,2470,日式
2471,2471,南洋
2472,2472,日式
2474,2474,日式
2475,2475,南洋
2476,2476,日式
2477,2477,台灣小吃/熱炒店
2478,2478,日式
2479,2479,南洋
2481,2481,中式
2483,2483,美式
2484,2484,日式
2486,2486,台灣小吃/熱炒店
2488,2488,台灣小吃/熱炒店
2489,2489,異國料理
2490,2490,中式
2491,2491,日式
2492,2492,中式
2493,2493,中式
2496,2496,中式
2498,2498,異國料理
2500,2500,美式
2501,2501,日式
2502,2502,日式
2503,2503,日式
2504,2504,酒吧/餐酒館
2505,2505,日式
2506,2506,韓式
2508,2508,日式
2509,2509,異國料理
2512,2512,咖啡甜點
2513,2513,中式
2515,2515,早午餐
2516,2516,咖啡甜點
2517,2517,異國料理
2518,2518,異國料理
2519,2519,日式
2520,2520,南洋
2521,2521,咖啡甜點
2525,2525,日式
2528,2528,咖啡甜點
2529,2529,台灣小吃/熱炒店
2530,2530,台灣小吃/熱炒店
2532,2532,美式
2535,2535,美式
2537,2537,美式
2541,2541,早午餐
2542,2542,異國料理
2544,2544,意式
2545,2545,咖啡甜點
2546,2546,美式
2548,2548,咖啡甜點
2549,2549,異國料理
2551,2551,咖啡甜點
2552,2552,咖啡甜點
2553,2553,異國料理
2555,2555,早午餐
2556,2556,早午餐
2557,2557,咖啡甜點
2558,2558,咖啡甜點
2559,2559,早午餐
2563,2563,意式
2564,2564,中式
2566,2566,咖啡甜點
2567,2567,咖啡甜點
2569,2569,意式
2570,2570,台灣小吃/熱炒店
2571,2571,日式
2572,2572,日式
2573,2573,咖啡甜點
2574,2574,台灣小吃/熱炒店
2576,2576,咖啡甜點
2577,2577,中式
2578,2578,美式
2579,2579,意式
2581,2581,素食
2583,2583,異國料理
2584,2584,異國料理
2585,2585,咖啡甜點
2586,2586,咖啡甜點
2587,2587,異國料理
2588,2588,咖啡甜點
2591,2591,早午餐
2592,2592,早午餐
2593,2593,咖啡甜點
2594,2594,咖啡甜點
2596,2596,中式
2597,2597,咖啡甜點
2598,2598,早午餐
2599,2599,咖啡甜點
2600,2600,中式
2601,2601,中式
2602,2602,中式
2603,2603,中式
2604,2604,中式
2605,2605,咖啡甜點
2606,2606,中式
2607,2607,素食
2608,2608,中式
2609,2609,咖啡甜點
2610,2610,台灣小吃/熱炒店
2612,2612,中式
2613,2613,中式
2614,2614,中式
2615,2615,中式
2616,2616,中式
2617,2617,中式
2619,2619,中式
2621,2621,中式
2622,2622,台灣小吃/熱炒店
2623,2623,咖啡甜點
2626,2626,日式
2628,2628,咖啡甜點
2629,2629,咖啡甜點
2630,2630,咖啡甜點
2631,2631,咖啡甜點
2633,2633,日式
2635,2635,日式
2636,2636,台灣小吃/熱炒店
2639,2639,中式
2640,2640,早午餐
2641,2641,意式
2643,2643,火鍋
2644,2644,美式
2645,2645,日式
2646,2646,火鍋
2647,2647,日式
2648,2648,台灣小吃/熱炒店
2651,2651,素食
2652,2652,素食
2653,2653,素食
2654,2654,素食
2655,2655,意式
2656,2656,素食
2657,2657,素食
2658,2658,素食
2659,2659,素食
2660,2660,素食
2662,2662,素食
2663,2663,台灣小吃/熱炒店
2664,2664,台灣小吃/熱炒店
2665,2665,台灣小吃/熱炒店
2666,2666,早午餐
2667,2667,中式
2669,2669,日式
2670,2670,早午餐
2671,2671,日式
2673,2673,日式
2675,2675,早午餐
2676,2676,早午餐
2677,2677,早午餐
2679,2679,咖啡甜點
2681,2681,咖啡甜點
2682,2682,酒吧/餐酒館
2683,2683,咖啡甜點
2684,2684,咖啡甜點
2687,2687,咖啡甜點
2690,2690,咖啡甜點
2691,2691,日式
2693,2693,咖啡甜點
2694,2694,咖啡甜點
2695,2695,日式
2698,2698,酒吧/餐酒館
2699,2699,異國料理
2700,2700,酒吧/餐酒館
2702,2702,燒烤店
2703,2703,火鍋
2704,2704,異國料理
2706,2706,台灣小吃/熱炒店
2707,2707,早午餐
2709,2709,日式
2710,2710,咖啡甜點
2711,2711,中式
2712,2712,美式
2713,2713,意式
2714,2714,台灣小吃/熱炒店
2715,2715,台灣小吃/熱炒店
2716,2716,台灣小吃/熱炒店
2718,2718,咖啡甜點
2719,2719,咖啡甜點
2721,2721,咖啡甜點
2722,2722,咖啡甜點
2723,2723,台灣小吃/熱炒店
2724,2724,早午餐
2725,2725,咖啡甜點
2726,2726,早午餐
2727,2727,早午餐
2728,2728,早午餐
2729,2729,早午餐
2730,2730,早午餐
2732,2732,早午餐
2733,2733,早午餐
2735,2735,早午餐
2736,2736,咖啡甜點
2737,2737,早午餐
2739,2739,咖啡甜點
2740,2740,咖啡甜點
2741,2741,早午餐
2742,2742,台灣小吃/熱炒店
2743,2743,中式
2744,2744,日式
2747,2747,日式
2748,2748,燒烤店
2749,2749,日式
2750,2750,日式
2751,2751,日式
2752,2752,日式
2753,2753,日式
2754,2754,燒烤店
2755,2755,日式
2756,2756,日式
2758,2758,日式
2759,2759,日式
2760,2760,日式
2761,2761,韓式
2762,2762,日式
2763,2763,日式
2764,2764,日式
2765,2765,日式
2766,2766,韓式
2767,2767,台灣小吃/熱炒店
2768,2768,韓式
2769,2769,日式
2770,2770,火鍋
2771,2771,咖啡甜點
2772,2772,日式
2773,2773,日式
2774,2774,中式
2776,2776,中式
2777,2777,美式
2778,2778,美式
2780,2780,中式
2782,2782,美式
2784,2784,台灣小吃/熱炒店
2785,2785,美式
2787,2787,火鍋
2789,2789,火鍋
2790,2790,火鍋
2791,2791,火鍋
2792,2792,火鍋
2794,2794,台灣小吃/熱炒店
2795,2795,異國料理
2796,2796,台灣小吃/熱炒店
2799,2799,日式
2801,2801,早午餐
2802,2802,台灣小吃/熱炒店
2803,2803,早午餐
2804,2804,台灣小吃/熱炒店
2806,2806,中式
2807,2807,中式
2809,2809,台灣小吃/熱炒店
2810,2810,台灣小吃/熱炒店
2812,2812,台灣小吃/熱炒店
2813,2813,台灣小吃/熱炒店
2814,2814,台灣小吃/熱炒店
2816,2816,台灣小吃/熱炒店
2817,2817,中式
2818,2818,台灣小吃/熱炒店
2819,2819,台灣小吃/熱炒店
2820,2820,台灣小吃/熱炒店
2821,2821,台灣小吃/熱炒店
2822,2822,早午餐
2823,2823,台灣小吃/熱炒店
2825,2825,韓式
2826,2826,韓式
2827,2827,韓式
2828,2828,韓式
2829,2829,韓式
2831,2831,咖啡甜點
2834,2834,異國料理
2835,2835,日式
2836,2836,咖啡甜點
2837,2837,美式
2838,2838,南洋
2839,2839,台灣小吃/熱炒店
2841,2841,南洋
2842,2842,南洋
2844,2844,南洋
2845,2845,南洋
2847,2847,異國料理
2848,2848,台灣小吃/熱炒店
2849,2849,台灣小吃/熱炒店
2851,2851,中式
2852,2852,咖啡甜點
2853,2853,台灣小吃/熱炒店
2854,2854,台灣小吃/熱炒店
2855,2855,台灣小吃/熱炒店
2856,2856,台灣小吃/熱炒店
2857,2857,台灣小吃/熱炒店
2858,2858,台灣小吃/熱炒店
2859,2859,台灣小吃/熱炒店
2862,2862,咖啡甜點
2864,2864,咖啡甜點
2866,2866,早午餐
2867,2867,早午餐
2869,2869,台灣小吃/熱炒店
2870,2870,台灣小吃/熱炒店
2874,2874,台灣小吃/熱炒店
2875,2875,異國料理
2876,2876,日式
2877,2877,日式
2878,2878,燒烤店
2879,2879,日式
2880,2880,燒烤店
2881,2881,火鍋
2882,2882,火鍋
2885,2885,意式
2886,2886,中式
2887,2887,異國料理
2889,2889,咖啡甜點
2890,2890,南洋
2891,2891,異國料理
2892,2892,異國料理
2893,2893,異國料理
2894,2894,咖啡甜點
2896,2896,異國料理
2897,2897,日式
2900,2900,日式
2902,2902,南洋
2903,2903,南洋
2904,2904,南洋
2905,2905,台灣小吃/熱炒店
2906,2906,台灣小吃/熱炒店
2907,2907,酒吧/餐酒館
2909,2909,咖啡甜點
2910,2910,咖啡甜點
2911,2911,咖啡甜點
2912,2912,咖啡甜點
2913,2913,台灣小吃/熱炒店
2915,2915,咖啡甜點
2916,2916,咖啡甜點
2917,2917,咖啡甜點
2918,2918,咖啡甜點
2919,2919,咖啡甜點
2920,2920,咖啡甜點
