,google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date,file_name_1,file_name_2
3322,https://www.google.com.tw/maps/place/%E5%A4%A7%E6%88%B6%E5%B1%8B+%E5%8F%B0%E5%8C%97%E5%87%B1%E6%92%92%E5%BA%97/data=!4m7!3m6!1s0x3442a972fa9db3b9:0x61edad5eed2492f5!8m2!3d25.0462341!4d121.5164145!16s%2Fg%2F11btvb6v94!19sChIJubOd-nKpQjQR9ZIk7V6t7WE?authuser=0&hl=zh-TW&rclk=1,大戶屋 台北凱撒店,4.2,食堂與定食餐廳,835.0,$$, 100台北市中正區忠孝西路一段38號B1,Plus Code: 2GW8+FH 中正區 台北市,1,1,0,1,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,http://www.ootoya.com.tw/, 02 2361 2377,,2022-11-22,3322,3322_大戶屋 
3434,https://www.google.com.tw/maps/place/Petit+France+%E5%B0%8F%E6%B3%95%E5%9C%8B%E9%A4%90%E9%A4%A8/data=!4m7!3m6!1s0x3442a970f5524f5f:0x2dee4ea469b1a83d!8m2!3d25.0438525!4d121.5241585!16s%2Fg%2F11c60r4cfm!19sChIJX09S9XCpQjQRPaixaaRO7i0?authuser=0&hl=zh-TW&rclk=1,Petit France 小法國餐館,4.6,小餐館 (Bistro),992.0,$$, 100台北市中正區青島東路21-4號1樓,Plus Code: 2GVF+GM 中正區 台北市,1,0,0,0,星期二、休息; 星期三、18:00 到 21:00; 星期四、18:00 到 21:00; 星期五、18:00 到 21:00; 星期六、11:00 到 14:00、18:00 到 21:00; 星期日、11:00 到 14:00、18:00 到 21:00; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/amamfood/, 02 3322 3955,,2022-11-22,3434,3434_Peti
3573,https://www.google.com.tw/maps/place/45restaurants/data=!4m7!3m6!1s0x3442ad66a2b48bb7:0xdcb1993f4b7c984a!8m2!3d25.1378091!4d121.5420348!16s%2Fg%2F11rcs4hc5n!19sChIJt4u0omatQjQRSph8Sz-Zsdw?authuser=0&hl=zh-TW&rclk=1,45restaurants,4.4,小餐館 (Bistro),28.0,, 111台北市士林區華岡路45號,Plus Code: 4GQR+4R 士林區 台北市,1,1,0,1,,https://g.page/45restaurants, 0902 414 145,,2022-11-22,3573,3573_45re
3702,https://www.google.com.tw/maps/place/HangOut+Cocktail+Bar/data=!4m7!3m6!1s0x3442ae9001f61359:0x861fce5d6bfaac22!8m2!3d25.1114692!4d121.526!16s%2Fg%2F12qg76j65!19sChIJWRP2AZCuQjQRIqz6a13OH4Y?authuser=0&hl=zh-TW&rclk=1,HangOut Cocktail Bar,4.5,小餐館 (Bistro),148.0,$$, 111台北市士林區中山北路六段338號,Plus Code: 4G6G+HC 士林區 台北市,1,1,0,0,星期二、20:00 到 02:00; 星期三、20:00 到 02:00; 星期四、20:00 到 02:00; 星期五、20:00 到 02:00; 星期六、20:00 到 02:00; 星期日、20:00 到 02:00; 星期一、20:00 到 02:00. 隱藏本週營業時間,https://www.facebook.com/HangOut.Cocktail.Bar/, 02 2831 0958,,2022-11-22,3702,3702_Hang
3727,https://www.google.com.tw/maps/place/%E9%9A%B1+Bistro/data=!4m7!3m6!1s0x3442ab81cc109e31:0xd6bbc1f25ce2b7fd!8m2!3d24.9868263!4d121.5785239!16s%2Fg%2F11p67tfwhj!19sChIJMZ4QzIGrQjQR_bfiXPLBu9Y?authuser=0&hl=zh-TW&rclk=1,隱 Bistro,4.7,小餐館 (Bistro),322.0,, 116台北市文山區指南路二段72號,Plus Code: XHPH+PC 文山區 台北市,1,0,1,0,星期二、11:30 到 14:00、17:00 到 01:00; 星期三、11:30 到 14:00、17:00 到 01:00; 星期四、11:30 到 14:00、17:00 到 01:00; 星期五、11:30 到 14:00、17:00 到 01:00; 星期六、11:30 到 14:00、17:00 到 01:00; 星期日、11:30 到 14:00、17:00 到 01:00; 星期一、休息. 隱藏本週營業時間,https://www.enbistro1013.com/, 02 2936 6326,,2022-11-22,3727,3727_隱 Bi
3853,https://www.google.com.tw/maps/place/%E6%BB%BF%E5%BA%AD%E9%A6%99%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442a941e32ec1df:0x8951250b65d8399c!8m2!3d25.0584278!4d121.5191345!16s%2Fg%2F1tdjtqjb!19sChIJ38Eu40GpQjQRnDnYZQslUYk?authuser=0&hl=zh-TW&rclk=1,滿庭香魯肉飯,3.8,食堂與定食餐廳,958.0,$, 103台北市大同區雙連街23號,Plus Code: 3G59+9M 大同區 台北市,1,1,0,0,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 20:30; 星期日、休息; 星期一、11:00 到 20:30. 隱藏本週營業時間,, 02 2553 4839,,2022-11-22,3853,3853_滿庭香魯
3919,https://www.google.com.tw/maps/place/%E5%84%84%E9%A0%93%E6%8E%92%E9%AA%A8/data=!4m7!3m6!1s0x3442abd04a77b815:0x17d2c7420333ad3e!8m2!3d25.0386111!4d121.5469444!16s%2Fg%2F1tdntljd!19sChIJFbh3StCrQjQRPq0zA0LH0hc?authuser=0&hl=zh-TW&rclk=1,億頓排骨,4.1,食堂與定食餐廳,551.0,$, 106台北市大安區仁愛路四段91巷19號,Plus Code: 2GQW+CQ 大安區 台北市,1,1,0,0,星期二、11:00 到 14:00、17:00 到 19:20; 星期三、11:00 到 14:00、17:00 到 19:20; 星期四、11:00 到 14:00、17:00 到 19:20; 星期五、11:00 到 14:00、17:00 到 19:20; 星期六、11:00 到 14:00; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 19:20. 隱藏本週營業時間,, 02 2771 5283,,2022-11-22,3919,3919_億頓排骨
4029,https://www.google.com.tw/maps/place/aaa+WINE+CELLAR+%26+OYSTER+BAR/data=!4m7!3m6!1s0x3442abbba86a7507:0x9e111aeb396b8146!8m2!3d25.0396219!4d121.567641!16s%2Fg%2F1tv3lcm_!19sChIJB3VqqLurQjQRRoFrOesaEZ4?authuser=0&hl=zh-TW&rclk=1,aaa WINE CELLAR & OYSTER BAR,4.2,生蠔吧餐廳,70.0,, 110台北市信義區松仁路28號B2,Plus Code: 2HQ9+R3 信義區 台北市,1,1,0,0,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,https://www.facebook.com/OysterBarTaipei/, 02 8729 2731,,2022-11-22,4029,4029_aaa 
4038,https://www.google.com.tw/maps/place/%E4%B8%80%E5%AE%B6%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442af046fed92cb:0xec392765fb8219d9!8m2!3d25.089898!4d121.525534!16s%2Fg%2F12hmhw14j!19sChIJy5LtbwSvQjQR2RmC-2UnOew?authuser=0&hl=zh-TW&rclk=1,一家食堂,3.9,食堂與定食餐廳,135.0,, 111台北市士林區大東路62號,Plus Code: 3GQG+X6 士林區 台北市,1,1,0,1,星期二、17:00 到 22:00; 星期三、17:00 到 22:00; 星期四、17:00 到 22:00; 星期五、17:00 到 22:00; 星期六、17:00 到 22:00; 星期日、17:00 到 21:30; 星期一、17:00 到 22:00. 隱藏本週營業時間,http://dong1104.pixnet.net/blog/post/40847092, 02 2881 9791,,2022-11-22,4038,4038_一家食堂
4202,https://www.google.com.tw/maps/place/%E7%89%9B%E6%B4%9E%E9%A3%9F%E5%A0%82+%E5%85%AC%E9%A4%A8%E5%BA%97/data=!4m7!3m6!1s0x3442a98c002d5cbd:0x8a6baa62fbf710d0!8m2!3d25.0181622!4d121.5311302!16s%2Fg%2F1pp2tjxwp!19sChIJvVwtAIypQjQR0BD3-2Kqa4o?authuser=0&hl=zh-TW&rclk=1,牛洞食堂 公館店,4.2,食堂與定食餐廳,1263.0,$$, 106台北市大安區羅斯福路三段277-1號,Plus Code: 2G9J+7F 大安區 台北市,1,1,0,1,星期二、11:00 到 14:30、17:00 到 21:00; 星期三、11:00 到 14:30、17:00 到 21:00; 星期四、11:00 到 14:30、17:00 到 21:00; 星期五、11:00 到 14:30、17:00 到 21:00; 星期六、11:00 到 15:30、16:30 到 21:00; 星期日、11:00 到 15:30、16:30 到 21:00; 星期一、11:00 到 14:30、17:00 到 21:00. 隱藏本週營業時間,https://www.facebook.com/NeoDome/, 02 2365 0222,,2022-11-22,4202,4202_牛洞食堂
4334,https://www.google.com.tw/maps/place/%E6%B8%A3%E7%94%B7Taiwan+Bistro%E3%80%8A%E5%A4%A9%E6%AF%8D%E5%85%AB%E6%B8%A3%E3%80%8B/data=!4m7!3m6!1s0x3442af53b8decf63:0x70504bdbb2e07959!8m2!3d25.102271!4d121.524051!16s%2Fg%2F11n8kjndsl!19sChIJY8_euFOvQjQRWXngsttLUHA?authuser=0&hl=zh-TW&rclk=1,渣男Taiwan Bistro《天母八渣》,4.8,小餐館 (Bistro),710.0,, 111台北市士林區福國路40號,Plus Code: 4G2F+WJ 士林區 台北市,1,0,1,0,星期二、17:30 到 01:30; 星期三、17:30 到 01:30; 星期四、17:30 到 01:30; 星期五、17:30 到 01:30; 星期六、17:30 到 01:30; 星期日、17:30 到 01:30; 星期一、17:30 到 01:30. 隱藏本週營業時間,https://inline.app/booking/zhanan, 02 2831 2763,,2022-11-22,4334,4334_渣男Ta
4403,https://www.google.com.tw/maps/place/DOUBLE+SINGLE/data=!4m7!3m6!1s0x3442a9686ac0807b:0x6b85980d2de78a89!8m2!3d25.050794!4d121.520097!16s%2Fg%2F11pthx8lhj!19sChIJe4DAamipQjQRiYrnLQ2YhWs?authuser=0&hl=zh-TW&rclk=1,DOUBLE SINGLE,4.2,小餐館 (Bistro),237.0,, 103台北市大同區南京西路18巷26-1號號1,Plus Code: 3G2C+82 大同區 台北市,1,1,0,0,星期二、12:00 到 21:30; 星期三、12:00 到 21:30; 星期四、12:00 到 21:30; 星期五、12:00 到 21:30; 星期六、12:00 到 21:30; 星期日、12:00 到 21:30; 星期一、12:00 到 21:30. 隱藏本週營業時間,https://www.instagram.com/double__single/, 02 2550 6169,,2022-11-22,4403,4403_DOUB
4429,https://www.google.com.tw/maps/place/%E9%A6%99%E6%B8%AF%E9%B3%B3%E9%9A%86%E7%87%92%E8%87%98%E7%BE%8E%E9%A3%9F%E9%A4%A8/data=!4m7!3m6!1s0x3442ae96c6e7418f:0xcdd79c767f90d24e!8m2!3d25.104508!4d121.521505!16s%2Fg%2F11bzrg6333!19sChIJj0HnxpauQjQRTtKQf3ac180?authuser=0&hl=zh-TW&rclk=1,香港鳳隆燒臘美食館,3.9,葷食餐廳,359.0,$, 111台北市士林區德行西路91號,Plus Code: 4G3C+RJ 士林區 台北市,1,1,0,0,星期二、10:00 到 13:30、17:00 到 20:00; 星期三、10:00 到 13:30、17:00 到 20:00; 星期四、10:00 到 13:30、17:00 到 20:00; 星期五、10:00 到 13:30、17:00 到 20:00; 星期六、10:00 到 13:30、17:00 到 20:00; 星期日、休息; 星期一、10:00 到 13:30、17:00 到 20:00. 隱藏本週營業時間,, 02 2831 2367,,2022-11-22,4429,4429_香港鳳隆
4554,https://www.google.com.tw/maps/place/%E6%89%8B%E9%BA%A5%E5%BD%B7%E7%83%98%E5%9F%B9%E7%AB%99/data=!4m7!3m6!1s0x3442a80a78e59b5f:0xb5b7641e6577e19d!8m2!3d25.114913!4d121.5108868!16s%2Fg%2F11g6wcgwxx!19sChIJX5vleAqoQjQRneF3ZR5kt7U?authuser=0&hl=zh-TW&rclk=1,手麥彷烘培站,4.7,吐司餐廳,63.0,, 112台北市北投區實踐街82巷5號,Plus Code: 4G76+X9 北投區 台北市,1,0,1,0,星期二、11:00 到 19:00; 星期三、11:00 到 19:00; 星期四、11:00 到 19:00; 星期五、11:00 到 19:00; 星期六、08:00 到 19:00; 星期日、休息; 星期一、11:00 到 19:00. 隱藏本週營業時間,https://www.facebook.com/alubakingstudio/, 02 2822 6020,,2022-11-22,4554,4554_手麥彷烘
4605,https://www.google.com.tw/maps/place/%E6%85%A2%E6%85%A2bistro/data=!4m7!3m6!1s0x3442a998d89d7c47:0xc6b706fc6059ba25!8m2!3d25.0313221!4d121.5170113!16s%2Fg%2F11b_2qxpdq!19sChIJR3yd2JipQjQRJbpZYPwGt8Y?authuser=0&hl=zh-TW&rclk=1,慢慢bistro,3.9,小餐館 (Bistro),556.0,$$, 100台北市中正區南昌路一段60號,Plus Code: 2GJ8+GR 中正區 台北市,1,1,0,1,星期二、11:30 到 21:00; 星期三、11:30 到 21:00; 星期四、11:30 到 21:00; 星期五、11:30 到 21:00; 星期六、11:30 到 21:00; 星期日、11:30 到 21:00; 星期一、11:30 到 21:00. 隱藏本週營業時間,http://slowlifebistro.wixsite.com/slowlifebistro, 02 2396 8339,,2022-11-22,4605,4605_慢慢bi
4618,https://www.google.com.tw/maps/place/%E9%96%8B%E4%B8%BC+%E7%87%92%E8%82%89vs%E4%B8%BC%E9%A3%AF+HOYII%E5%8C%97%E8%BB%8A%E7%AB%99%E5%BA%97/data=!4m7!3m6!1s0x3442a972f90c3f01:0x1fea181bf8651645!8m2!3d25.0460243!4d121.5169483!16s%2Fg%2F11cnc84xmw!19sChIJAT8M-XKpQjQRRRZl-BsY6h8?authuser=0&hl=zh-TW&rclk=1,開丼 燒肉vs丼飯 HOYII北車站店,4.1,食堂與定食餐廳,2115.0,$$, 100台北市中正區忠孝西路一段36號,Plus Code: 2GW8+CQ 中正區 台北市,1,1,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 21:30; 星期六、11:00 到 21:30; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,https://lin.ee/xBzX5yz, 02 2312 1606,,2022-11-22,4618,4618_開丼 燒
4841,https://www.google.com.tw/maps/place/%E5%8D%97%E4%BA%AC%E5%BB%BA%E5%9C%8B%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442abdf9a60c347:0x3ecbb6bc596dfd70!8m2!3d25.0517389!4d121.5379069!16s%2Fg%2F11crz_cl2f!19sChIJR8Ngmt-rQjQRcP1tWby2yz4?authuser=0&hl=zh-TW&rclk=1,南京建國食堂,3.6,食堂與定食餐廳,878.0,$$, 10491台北市中山區南京東路三段28號,Plus Code: 3G2Q+M5 中山區 台北市,1,1,0,0,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 20:30; 星期日、11:00 到 20:30; 星期一、11:00 到 20:30. 隱藏本週營業時間,http://www.shokudo.com.tw/, 02 2501 1355,,2022-11-22,4841,4841_南京建國
4875,https://www.google.com.tw/maps/place/%E5%9B%9B%E7%88%BA%E9%BA%BB%E8%BE%A3%E9%A3%9F%E5%A0%82+%E5%A3%AB%E6%9E%97%E8%8A%9D%E5%B1%B1%E5%BA%97/data=!4m7!3m6!1s0x3442af0f62e7ed99:0xe43c63207c82a639!8m2!3d25.1034774!4d121.5227952!16s%2Fg%2F11pd12kpd5!19sChIJme3nYg-vQjQROaaCfCBjPOQ?authuser=0&hl=zh-TW&rclk=1,四爺麻辣食堂 士林芝山店,4.2,小餐館 (Bistro),162.0,$$, 111台北市士林區福華路148號,Plus Code: 4G3F+94 士林區 台北市,1,0,1,0,星期二、11:30 到 22:00; 星期三、11:30 到 22:00; 星期四、11:30 到 22:00; 星期五、11:30 到 22:00; 星期六、11:30 到 22:00; 星期日、11:30 到 22:00; 星期一、11:30 到 22:00. 隱藏本週營業時間,https://www.facebook.com/siye.spicy.hotpot/, 02 2831 1381,,2022-11-22,4875,4875_四爺麻辣
4878,https://www.google.com.tw/maps/place/%E9%BE%8D%E5%AD%90%E6%B2%B9%E9%A3%AF/data=!4m7!3m6!1s0x3442ae929ca09003:0x61d1ed7dbf5a2235!8m2!3d25.111635!4d121.516228!16s%2Fg%2F11xlbb5gm!19sChIJA5CgnJKuQjQRNSJav33t0WE?authuser=0&hl=zh-TW&rclk=1,龍子油飯,4.3,小餐館 (Bistro),36.0,, 112台北市北投區西安街一段281巷14號,Plus Code: 4G68+MF 北投區 台北市,1,1,0,1,星期二、06:30 到 13:30; 星期三、06:30 到 13:30; 星期四、06:30 到 13:30; 星期五、06:30 到 13:30; 星期六、06:30 到 13:30; 星期日、06:30 到 13:30; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/dragonricemail/, 02 2823 1502,,2022-11-22,4878,4878_龍子油飯
4890,https://www.google.com.tw/maps/place/%E7%B6%A0%E5%A2%83+Aroma/data=!4m7!3m6!1s0x3442a9110075ade5:0xecf450543da9f000!8m2!3d25.0753091!4d121.5158152!16s%2Fg%2F11jy3f9_gx!19sChIJ5a11ABGpQjQRAPCpPVRQ9Ow?authuser=0&hl=zh-TW&rclk=1,綠境 Aroma,4.9,小餐館 (Bistro),157.0,, 103台北市大同區哈密街59巷47號,Plus Code: 3GG8+48 大同區 台北市,1,1,0,1,星期二、休息; 星期三、休息; 星期四、12:00 到 15:00、17:00 到 20:00; 星期五、12:00 到 15:00、17:00 到 20:00; 星期六、12:00 到 15:00、17:00 到 20:00; 星期日、12:00 到 15:00、17:00 到 20:00; 星期一、12:00 到 15:00、17:00 到 20:00. 隱藏本週營業時間,https://www.facebook.com/%E7%B6%A0%E5%A2%83-Aroma-111917257252520, 02 2597 9466,,2022-11-22,4890,4890_綠境 A
5137,https://www.google.com.tw/maps/place/%E8%B5%A4%E5%B3%B0%E9%9B%9E%E8%82%89%E7%94%BA/data=!4m7!3m6!1s0x3442a9f795dcb15b:0xb6b90cfb74f4006e!8m2!3d25.0534519!4d121.5189437!16s%2Fg%2F11js7d72rp!19sChIJW7HclfepQjQRbgD0dPsMubY?authuser=0&hl=zh-TW&rclk=1,赤峰雞肉町,4.0,小餐館 (Bistro),117.0,, 103台北市大同區承德路二段1巷34號,Plus Code: 3G39+9H 大同區 台北市,1,1,0,1,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 20:30; 星期日、11:00 到 20:30; 星期一、11:00 到 20:30. 隱藏本週營業時間,, 02 2559 5960,,2022-11-22,5137,5137_赤峰雞肉
5165,https://www.google.com.tw/maps/place/%E6%B8%A3%E7%94%B7+Taiwan+Bistro+%E4%BF%A1%E7%BE%A9%E4%B8%80%E6%B8%A3/data=!4m7!3m6!1s0x3442abb2e680ed73:0xd97a03e137aee0d0!8m2!3d25.0269867!4d121.5687675!16s%2Fg%2F11cmhfdk_l!19sChIJc-2A5rKrQjQR0OCuN-EDetk?authuser=0&hl=zh-TW&rclk=1,渣男 Taiwan Bistro 信義一渣,4.5,小餐館 (Bistro),1442.0,$$, 110台北市信義區信義路五段150巷315弄12號,Plus Code: 2HG9+QG 信義區 台北市,1,1,0,1,星期二、17:30 到 01:30; 星期三、17:30 到 01:30; 星期四、17:30 到 01:30; 星期五、17:30 到 01:30; 星期六、17:30 到 01:30; 星期日、17:30 到 01:30; 星期一、17:30 到 01:30. 隱藏本週營業時間,https://inline.app/booking/zhanan, 02 2720 9820,,2022-11-22,5165,5165_渣男 T
5242,https://www.google.com.tw/maps/place/%E6%B8%A3%E7%94%B7+Taiwan+Bistro+%E6%9C%A8%E6%9F%B5%E4%BA%8C%E6%B8%A3/data=!4m7!3m6!1s0x3442aa68b2adc2ef:0x994c821502530140!8m2!3d24.9984807!4d121.5704915!16s%2Fg%2F11c1s0t7rv!19sChIJ78KtsmiqQjQRQAFTAhWCTJk?authuser=0&hl=zh-TW&rclk=1,渣男 Taiwan Bistro 木柵二渣,4.8,小餐館 (Bistro),1589.0,$$, 116台北市文山區萬芳路9-1號,Plus Code: XHXC+95 文山區 台北市,1,1,0,1,星期二、17:30 到 01:30; 星期三、17:30 到 01:30; 星期四、17:30 到 01:30; 星期五、17:30 到 01:30; 星期六、17:30 到 01:30; 星期日、17:30 到 01:30; 星期一、17:30 到 01:30. 隱藏本週營業時間,https://inline.app/booking/zhanan, 02 8230 1945,,2022-11-22,5242,5242_渣男 T
5323,https://www.google.com.tw/maps/place/%E6%B8%A3%E7%94%B7+Taiwan+Bistro+%E6%95%A6%E5%8C%97%E4%B8%89%E6%B8%A3/data=!4m7!3m6!1s0x3442abebab7cb0e9:0x18f2787d3a6c29d7!8m2!3d25.053681!4d121.5480864!16s%2Fg%2F11fxf20g2v!19sChIJ6bB8q-urQjQR1ylsOn148hg?authuser=0&hl=zh-TW&rclk=1,渣男 Taiwan Bistro 敦北三渣,4.6,小餐館 (Bistro),2245.0,$$, 105台北市松山區敦化北路120巷7弄13號,Plus Code: 3G3X+F6 松山區 台北市,1,1,0,1,星期二、17:30 到 01:30; 星期三、17:30 到 01:30; 星期四、17:30 到 01:30; 星期五、17:30 到 00:40; 星期六、17:30 到 01:30; 星期日、17:30 到 01:30; 星期一、17:30 到 01:30. 隱藏本週營業時間,https://inline.app/booking/zhanan, 02 2545 9903,,2022-11-22,5323,5323_渣男 T
5336,https://www.google.com.tw/maps/place/%E5%B0%8F%E5%8A%89%E6%8E%92%E9%AA%A8%E9%A3%AF%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442aebd22e72c9d:0x1696402cada9b0d3!8m2!3d25.0972827!4d121.5241052!16s%2Fg%2F1tnjg83h!19sChIJnSznIr2uQjQR07CprSxAlhY?authuser=0&hl=zh-TW&rclk=1,小劉排骨飯專賣店,3.5,食堂與定食餐廳,168.0,$, 111台北市士林區文林路532號,Plus Code: 3GWF+WJ 士林區 台北市,1,1,0,1,星期二、11:00 到 14:00、17:00 到 20:00; 星期三、11:00 到 14:00、17:00 到 20:00; 星期四、11:00 到 14:00、17:00 到 20:00; 星期五、11:00 到 14:00、17:00 到 20:00; 星期六、11:00 到 14:00; 星期日、11:00 到 14:00、17:00 到 19:00; 星期一、11:00 到 14:00、17:00 到 20:00. 隱藏本週營業時間,http://www.siaoliu.com.tw/, 02 8866 5333,,2022-11-22,5336,5336_小劉排骨
5401,https://www.google.com.tw/maps/place/%E5%8C%97%E6%B8%AF%E9%B4%A8%E8%82%89%E5%B0%8F%E5%90%83%E9%83%A8/data=!4m7!3m6!1s0x3442acbd015a2b2b:0xd56bbc1c60ec2b58!8m2!3d25.0714323!4d121.6080412!16s%2Fg%2F11c2k_xwqb!19sChIJKytaAb2sQjQRWCvsYBy8a9U?authuser=0&hl=zh-TW&rclk=1,北港鴨肉小吃部,4.0,小餐館 (Bistro),118.0,$, 114台北市內湖區康寧路三段16巷45號,Plus Code: 3JC5+H6 內湖區 台北市,1,1,0,0,星期二、11:00 到 13:30、17:00 到 20:30; 星期三、11:00 到 13:30、17:00 到 20:30; 星期四、11:00 到 13:30、17:00 到 20:30; 星期五、11:00 到 13:30、17:00 到 20:30; 星期六、休息; 星期日、休息; 星期一、11:00 到 13:30、17:00 到 20:30. 隱藏本週營業時間,, 02 2634 9996,,2022-11-22,5401,5401_北港鴨肉
5419,https://www.google.com.tw/maps/place/%E9%A0%82%E5%B0%96%E6%8E%92%E9%AA%A8/data=!4m7!3m6!1s0x3442acb089c6c8c7:0x52dcaa6e6cb9cee9!8m2!3d25.0694559!4d121.6178882!16s%2Fg%2F11xcfh6xm!19sChIJx8jGibCsQjQR6c65bG6q3FI?authuser=0&hl=zh-TW&rclk=1,頂尖排骨,4.2,食堂與定食餐廳,306.0,, 114台北市內湖區康樂街72巷8弄1號,Plus Code: 3J99+Q5 內湖區 台北市,1,1,0,0,星期二、10:30 到 19:30; 星期三、10:30 到 19:30; 星期四、10:30 到 19:30; 星期五、10:30 到 19:30; 星期六、休息; 星期日、休息; 星期一、10:30 到 19:30. 隱藏本週營業時間,https://m.facebook.com/djpgdw.com.tw/, 02 2633 8442,,2022-11-22,5419,5419_頂尖排骨
5468,https://www.google.com.tw/maps/place/%E5%AE%9A%E9%A3%9F8+%E5%BA%B7%E5%AF%A7%E5%BA%97/data=!4m7!3m6!1s0x3442acbb62c305db:0x1a82b0dced682415!8m2!3d25.0696076!4d121.6116202!16s%2Fg%2F1tdd2zfm!19sChIJ2wXDYrusQjQRFSRo7dywgho?authuser=0&hl=zh-TW&rclk=1,定食8 康寧店,3.8,食堂與定食餐廳,1024.0,$$, 114台北市內湖區康寧路三段72號,Plus Code: 3J96+RJ 內湖區 台北市,1,1,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 21:30; 星期六、11:00 到 21:30; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,http://www.sushiexpress.com.tw/, 02 2632 3590,,2022-11-22,5468,5468_定食8 
5623,https://www.google.com.tw/maps/place/SONNEY%E2%80%99S+BAGEL+-+%E5%A4%A9%E6%AF%8D%E8%B2%9D%E6%9E%9C%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442af24f2204439:0x98a1f76879570884!8m2!3d25.1088161!4d121.5239184!16s%2Fg%2F11rv6j62px!19sChIJOUQg8iSvQjQRhAhXeWj3oZg?authuser=0&hl=zh-TW&rclk=1,SONNEY’S BAGEL - 天母貝果專賣店,4.8,麵包圈店,93.0,, 111台北市士林區克強路17號,Plus Code: 4G5F+GH 士林區 台北市,1,1,0,1,星期二、08:30 到 19:30; 星期三、休息; 星期四、08:30 到 19:30; 星期五、08:30 到 19:30; 星期六、08:30 到 19:30; 星期日、08:30 到 19:30; 星期一、08:30 到 19:30. 隱藏本週營業時間,, 02 2838 0718,,2022-11-22,5623,5623_SONN
5739,https://www.google.com.tw/maps/place/%E7%89%9B%E8%A7%92%E6%AC%A1%E7%94%B7%E5%9D%8A+%E8%AA%A0%E5%93%81%E5%8D%97%E8%A5%BF%E5%BA%97/data=!4m7!3m6!1s0x3442ab51e65fa899:0xd1c2dbb22f18c5fb!8m2!3d25.0521315!4d121.520677!16s%2Fg%2F11fcqvv6nx!19sChIJmahf5lGrQjQR-8UYL7LbwtE?authuser=0&hl=zh-TW&rclk=1,牛角次男坊 誠品南西店,3.9,食堂與定食餐廳,347.0,, 10491台北市中山區南京西路14號B1F,Plus Code: 3G2C+V7 中山區 台北市,1,1,0,1,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,https://zh-tw.facebook.com/GyuKaku.JinanBou/, 02 2511 9832,,2022-11-22,5739,5739_牛角次男
5743,https://www.google.com.tw/maps/place/%E5%A4%A9%E7%A5%A5%E8%B1%AC%E8%85%B3%E9%A3%AF/data=!4m7!3m6!1s0x3442a943e1ee8d8d:0xfc1c2c273e54aa94!8m2!3d25.062462!4d121.520394!16s%2Fg%2F12m8zsp02!19sChIJjY3u4UOpQjQRlKpUPicsHPw?authuser=0&hl=zh-TW&rclk=1,天祥豬腳飯,3.7,食堂與定食餐廳,430.0,$, 104台北市中山區民權西路56巷4號,Plus Code: 3G6C+X5 中山區 台北市,1,1,0,1,星期二、11:30 到 20:00; 星期三、11:30 到 20:00; 星期四、11:30 到 20:00; 星期五、11:30 到 20:00; 星期六、休息; 星期日、休息; 星期一、11:30 到 20:00. 隱藏本週營業時間,, 02 2571 0272,,2022-11-22,5743,5743_天祥豬腳
